Centerline_X,Centerline_Y,Centerline_Z,CrossCenter_X,CrossCenter_Y,CrossCenter_Z,MaximumInscribedSphereRadius,Curvature,Torsion,EdgeArray_0,EdgeArray_1,EdgePCoordArray,FrenetTangent_X,FrenetTangent_Y,FrenetTangent_Z,FrenetNormal_X,FrenetNormal_Y,FrenetNormal_Z,FrenetBinormal_X,FrenetBinormal_Y,FrenetBinormal_Z,CenterlineSectionArea,CenterlineSectionMinSize,CenterlineSectionMaxSize,CenterlineSectionShape,CenterlineSectionClosed
349.0987854003906,305.4950866699219,-576.453369140625,349.128904418268,305.49658595318914,-576.4273988240589,5.241801636531039,0.02484519601012096,-1.2174940595502557,248882,248882,0.0,-0.5831015036300722,0.48429466447707037,0.6522662910371735,-0.7245733506191636,0.05307815703095486,-0.6871507613462391,-0.3674045400330099,-0.8732934141542801,0.31995705455247164,89.25737486014806,10.487230499296714,10.876344454248141,0.9642238293768414,1
348.973876953125,305.5985107421875,-576.3145141601562,349.0122782310368,305.60097551687716,-576.2818990992964,5.264785613262775,0.044134836206602496,-0.5238330469361552,248875,248875,0.0,-0.5879104727185076,0.4855643270547753,0.6469842041037355,-0.6189154915088554,0.2449922822457764,-0.7462723336760902,-0.5208693602413689,-0.8391698671495831,0.15648975567077242,89.33698921153817,10.549979945606085,10.863362418690036,0.9711523503492079,1
348.85125732421875,305.69952392578125,-576.1809692382812,348.8993285659121,305.70092325155457,-576.1369289394574,5.265075541475223,0.06720822682402341,-0.15583212719996486,248875,248988,0.9960000000000008,-0.594755500090575,0.48869300684643185,0.6383142174285353,-0.5789041483809882,0.2905749667276975,-0.7618636201437106,-0.5577955558260507,-0.8226453268393318,0.11008534929824419,89.47879870128105,10.605450187671387,10.850757512806311,0.9773926083183219,1
348.73052978515625,305.7984619140625,-576.0533447265625,348.81630312438256,305.7953118432535,-575.9690866435001,5.265076705845555,0.08970353667194088,-0.14573674133172035,248988,248988,0.0,-0.6037197604022471,0.4933384488372844,0.626210528335859,-0.5596108666100756,0.29718464529795574,-0.7736387817134355,-0.5677659102762104,-0.8174952363763048,0.09666131403139451,89.68952340486,10.67807537697029,10.842111398820895,0.9848704725660312,1
348.6112365722656,305.8956604003906,-575.9320068359375,348.6938163651016,305.8714962940568,-575.8293777194269,5.276348122343426,0.10821482841321027,-0.1261107130078394,249177,249177,0.0,-0.6142268931475384,0.49931567289638745,0.6110721582058458,-0.5263254072463427,0.3177496710476264,-0.788680361259298,-0.5879684425386229,-0.8060514905073701,0.06763213163543677,89.85093214531285,10.715064697707795,10.839856543741197,0.9884876847281291,1
348.49285888671875,305.9916687011719,-575.81689453125,348.57302690851304,305.9577260338974,-575.7029963210086,5.28245525793314,0.11845036525128301,-0.1466409836086613,249176,249178,0.1560000000000001,-0.6253843603704123,0.5062327770598755,0.5938204924338134,-0.5031529119777931,0.32005638463279784,-0.8027459484943228,-0.5964323507090787,-0.8008072714992222,0.05455423853023229,89.89625598328458,10.73118019200585,10.794898885318197,0.9940973330098525,1
348.37481689453125,306.0870361328125,-575.70751953125,348.47770392462996,306.0429012394233,-575.5542498117658,5.2702982995210474,0.1333361659973559,-0.049548194441013965,249178,246555,0.5720000000000004,-0.6367961346985211,0.5139807478099232,0.5747299137105836,-0.46654550153428054,0.33659702725326635,-0.8179472698422501,-0.6138615298511134,-0.7890033156616111,0.025451719860052388,89.8149655310315,10.766841235346636,10.779722460533103,0.9988050503866284,1
348.25677490234375,306.1822204589844,-575.6038208007812,348.3577140472772,306.1494333563933,-575.4556867344968,5.263727722299319,0.12920912299943751,-0.020842786112246464,248779,248186,0.44000000000000034,-0.6479782054188621,0.5218313050744331,0.5548119810768916,-0.4595565357646497,0.3130351156671792,-0.831153900788073,-0.6073977574358875,-0.7935370850839611,0.03697105433044781,89.75114050471508,10.726551800465597,10.770874897859741,0.9958849120601194,1
348.1385803222656,306.27728271484375,-575.5052490234375,348.2422632637567,306.2571012558439,-575.3581925786584,5.242929554593795,0.12213336231103089,-0.1302159877535318,248187,248190,0.6120000000000004,-0.6581210782836834,0.5290261388885993,0.5357312672332486,-0.4304147227023471,0.31946184645919545,-0.8442080875814584,-0.6177538448280055,-0.7861777617240913,0.017456064009807568,89.69076952598697,10.721560366324333,10.765385561538622,0.9959290640392051,1
348.0201416015625,306.3724365234375,-575.4111938476562,348.1225108462088,306.3518115781968,-575.2580924457683,5.231434517402413,0.09584669628016002,-0.10345917051054804,248180,248177,0.2760000000000002,-0.6662522137541156,0.5353521393124032,0.5191397447714571,-0.3998440449113148,0.33117093745854814,-0.8546639982658595,-0.6294701958128747,-0.7769967162842193,-0.0065860053781864455,89.64425417046198,10.728463614705184,10.767604517342093,0.996364938684935,1
347.90155029296875,306.4677429199219,-575.320556640625,348.0035422843982,306.4407825352367,-575.1570409332137,5.20150292919504,0.06862587569981861,0.2053534697838011,226581,250846,0.8080000000000006,-0.6720156569897889,0.5401360411762063,0.5066043957399875,-0.38938431470408547,0.3241673884706587,-0.8621457879700758,-0.6299006367856855,-0.7766392735849822,-0.007525058297399075,89.58229215420242,10.71992935520107,10.756762166825794,0.9965758458676053,1
347.7828369140625,306.56317138671875,-575.2322998046875,347.8830245136296,306.53268335984933,-575.0632228107914,5.2002087750936035,0.033489657009728904,0.0,250513,250846,0.6800000000000005,-0.6757663147355495,0.5426792437579548,0.49883777549723374,-0.47441831625024466,0.19773890212120115,-0.8578033503048265,-0.5641517074998684,-0.8163323863367153,0.12383168392130735,89.45975942349637,10.714907954231908,10.734544173438405,0.9981707449436852,1
347.66400146484375,306.65850830078125,-575.1452026367188,347.7767970258577,306.6289288493824,-574.9592878910782,5.127015373181466,0.0,0.0,249516,249516,0.0,-0.6757663147355495,0.5426792437579548,0.49883777549723374,-0.47441831625024466,0.19773890212120115,-0.8578033503048265,-0.5641517074998684,-0.8163323863367153,0.12383168392130735,89.24038225136435,10.675077058572883,10.701075493001131,0.9975704839718913,1
